atom sigma/AA epsilon/kB  mass/u
H    2.84642  7.64893    1.00784
C    3.47299  47.8562    12.0107
N    3.26256  38.9492    14.0067
O    3.03315  48.1581    15.999
Zn   4.04468  27.6771    65.38
