Pressure (bar)	Bulk adsorption (molecules/uc)	Bulk adsorption (molecules/nm^3)	Bulk adsorption (%w.t.)	Bulk adsorption (cm^3 STP/cm^3)	Bulk adsorption (mol/kg)	Ideal adsorption (molecules/uc)	Ideal adsorption (molecules/nm^3)	Ideal adsorption (%w.t.)	Ideal adsorption (cm^3 STP/cm^3)	Ideal adsorption (mol/kg)	Absolute adsorption (molecules/uc)	Absolute adsorption (molecules/nm^3)	Absolute adsorption (mg/g)	Absolute adsorption (%w.t.)	Absolute adsorption (mol/kg)	Absolute adsorption (cm^3 STP/cm^3)	Excess adsorption (molecules/uc)	Excess adsorption (molecules/nm^3)	Excess adsorption (mg/g)	Excess adsorption (%w.t.)	Excess adsorption (mol/kg)	Excess adsorption (cm^3 STP/cm^3)
0.05	0.024015964672965538	0.0009045963124901799	0.00275110269084186	0.03411452279275449	0.001714877752654904	5.239884613901023	0.19736789107391678	0.5966797896492693	7.443222270124071	0.3741578434687136	2.80769681930542	0.10575599289555694	3.216391632849218	0.3206079625168577	0.20048567181008653	3.988315207890066	2.7836808546324545	0.10485139658306676	3.188879849063375	0.3178743218867382	0.19877079405743164	3.9542006850973124
0.1	0.04803584330654255	0.0018093400500113583	0.005502502333761029	0.06823460534129262	0.0034300349845674096	10.480623189001056	0.39476794784103614	1.1863767979138444	14.887657586618937	0.7483766646696048	4.430946350097656	0.16689805234649435	5.075925102762171	0.5050290207919558	0.3163950073404083	6.294130688159999	4.382910506791114	0.165088712296483	5.020897051504756	0.49958135858019354	0.3129649723558409	6.225896082818707
0.15000000000000002	0.07205963616848299	0.0027142312226488027	0.008254198897907905	0.1023602480259543	0.0051454717148565424	15.722215783719124	0.5922001725017957	1.7692128714954336	22.333306032468453	1.122656467774127	5.707762241363525	0.21499118384031854	6.538597254940055	0.649612173122054	0.4075669921423708	8.107839419742756	5.635702605195043	0.21227695261766974	6.456048452218611	0.6414635256201267	0.4024215204275143	8.005479171716804
0.2	0.09608734352666842	0.0036192698404926634	0.011006192352439763	0.13649145122726355	0.006861187962650586	20.96466245650254	0.789664567257699	2.345307038595425	29.780167690696643	1.4969972569557546	6.795296669006348	0.25595475313051	7.784435697842579	0.7724306331891532	0.48522319378187245	9.652675054077699	6.699209325479679	0.25233548329001737	7.6743616593577775	0.7615914378053888	0.4783620058192219	9.516183602850436
0.25	0.12011896564910957	0.004524455913637954	0.013758482666520695	0.17062821532592792	0.008577183747087044	26.20796326582679	0.9871611343113099	2.9147755899415744	37.22824264436756	1.8713990363899724	7.760110378265381	0.2922958676982774	8.889689912037495	0.8811359656983474	0.5541164315924387	11.023186700121647	7.639991412616271	0.28777141178463944	8.752086153182976	0.8676151725800682	0.5455392478453517	10.852558484795718
0.3	0.14415450280394562	0.005429789452184528	0.016511069809321547	0.2047705407028374	0.010293459087312594	31.452118270195392	1.1846898758662492	3.4777321570354314	44.677530976585075	2.2458618102542673	8.636717796325684	0.32531456374805673	9.89389832419797	0.9796968117755488	0.616711233821478	12.26840187889727	8.492563293521737	0.3198847742958722	9.728760360060212	0.9635023525120768	0.6064177747341652	12.063631338194433
0.35000000000000003	0.16819395525944367	0.0063352704662370555	0.019263953750019817	0.23891842773906358	0.012010014002483044	36.697127528139774	1.3822507941271882	4.034287787731088	52.12803277049271	2.62038558272812	9.446319580078125	0.35580939492143626	10.821347607644942	1.0705499674355214	0.6745214490833973	13.418435986665921	9.278125624818681	0.3494741244551992	10.628670953003105	1.051689038564528	0.6625114350809143	13.17951755892686
0.4	0.19223732328399798	0.007240898965905	0.022017134457799615	0.2730718768158588	0.013726848511763288	41.942991098219096	1.579843891299843	4.584551019250834	59.579748109273346	2.9949703579929907	10.201991081237793	0.38427286339798883	11.68701639239423	1.1552007886855482	0.7284807325558954	14.491862476136319	10.009753757953796	0.3770319644320838	11.466796561720011	1.1336799784925322	0.7147538840441321	14.21879059932046
0.45	0.21628460714612974	0.008146674961302601	0.02477061190185159	0.3072308883146558	0.01544396263432728	47.18970903902024	1.777469169590974	5.128627948738577	67.0326770761493	3.369616140232318	10.914891242980957	0.41112528703652207	12.503687943083527	1.2349276444103583	0.7793858968449497	15.504532554058382	10.698606635834828	0.40297861207521946	12.255920450541016	1.210753150753228	0.7639419342106225	15.197301665743728
0.5	0.24033580711448596	0.009052598462548843	0.027524386051372828	0.34139546261706577	0.017161356389357958	52.4372814091575	1.975126631208374	5.666622301447324	74.4868197543818	3.7443229336315	11.591463088989258	0.4366093517146622	13.278743144756188	1.3104728816816003	0.8276970108306544	16.465598493981588	11.351127281874772	0.4275567532521134	13.003423504201718	1.2836504993457987	0.8105356544412965	16.124203031364523
0.55	0.2643909234578392	0.009958669479767432	0.030278456875566805	0.3755656001048785	0.01887902979604723	57.6857082672726	2.172816278360869	6.198635496652798	81.94217622727103	4.119090742377892	12.236456871032715	0.4609039825887823	14.017623706766997	1.382384623210514	0.8737532697604561	17.381807997881953	11.972065947574876	0.45094531310901487	13.714747431749013	1.3529197899601824	0.8548742399644089	17.006242397777076
0.6000000000000001	0.2884499564450869	0.010864888023086786	0.03303282434364332	0.409741301160061	0.02059698287359591	62.93498967203448	2.37053811325831	6.724766711381154	89.39874657815582	4.493919570660794	12.855365753173828	0.48421608768954055	14.726622390787018	1.4512896445044257	0.9179469170845239	18.260964069851394	12.566915796728741	0.4733511996664538	14.396184994545917	1.4191876120495583	0.897349934210928	17.851222768691333
0.6500000000000001	0.3125129063452508	0.011771254102639997	0.035787488424818395	0.44392256616475695	0.0223152156412137	68.18512568213923	2.5682921381115706	7.245112942034919	96.85653089041361	4.8688094226714425	13.45097827911377	0.5066507015797226	15.408933647358989	1.5175101515022078	0.9604770708320758	19.107027818217126	13.138465372768518	0.49487944747708257	15.050930642826998	1.4827759069483653	0.938161855190862	18.663105252052368
0.7000000000000001	0.3365797734274758	0.012677767728564803	0.038542449088314196	0.47810939550128484	0.024033728118119085	73.43611635630981	2.7660783551325374	7.759769063997538	104.31552924745996	5.243760302602995	14.026063919067383	0.5283121403914518	16.067730077158746	1.581364076579677	1.0015414870759052	19.923933257542156	13.689484145639907	0.515634372662887	15.68215697695976	1.5440024095368157	0.9775077589577862	19.44582386204087
0.7500000000000001	0.3606505579610304	0.013584428911003593	0.04129770630335906	0.512301789552139	0.02575252032353939	78.6879617532961	2.9638967665341096	8.268827889293544	111.77574173274873	5.618772214650529	14.582356452941895	0.5492657094719048	16.70499783308871	1.6430525932981743	1.0412639676549718	20.714143210993	14.221705894980865	0.5356812805609013	16.29185014953817	1.6030680701750162	1.0155114473314326	20.20184142144086
0.8	0.3847252602153051	0.014491237660103354	0.04405326003918725	0.5464997486999869	0.02747159227671064	83.94066193187464	3.161747374530192	8.772380222377853	119.23716842977161	5.993845163011029	15.122785568237305	0.5696217597707659	17.32409305470679	1.702907969346125	1.0798537090760325	21.48181928075201	14.738060308022	0.5551305221106626	16.883366299811524	1.6603050909610155	1.052382116799322	20.935319532052024
0.8500000000000001	0.4088038804598125	0.015398193986015668	0.04680911026503904	0.5807032733276692	0.029190943996877574	89.19421695084861	3.359630181335691	9.2705149141247	126.69980942205812	6.368979151883377	15.648519515991211	0.5894242951660832	17.92635404636143	1.7610659135704991	1.1173941311700697	22.228620959876928	15.239715635531399	0.5740261011800675	17.45804373181952	1.7158490061946075	1.088203187173192	21.647917686549263
0.9000000000000001	0.4328864189641855	0.016305297898896655	0.049565256950160515	0.614912363818198	0.03091057550329354	94.44862686904747	3.5575451891665044	9.763318914083587	134.16366479317514	6.744174185468337	16.16062355041504	0.6087134400103297	18.51300112311974	1.8176499566235633	1.1539612992033745	22.956061435098782	15.727737131450853	0.592408142111433	18.017102760320398	1.7698231897546328	1.1230507237000809	22.341149071280583
0.9500000000000001	0.4569728759981785	0.017212549408907006	0.052321700063803614	0.6491270205547576	0.03263048681522055	99.70389174532708	3.7554924002395245	10.250877321066847	141.628734626727	7.1194302679685535	16.660991668701172	0.6275605344682428	19.08620397676622	1.8728743360754359	1.18969045544887	23.66683111720342	16.204018792702993	0.6103479850593357	18.562713076789638	1.82244184265463	1.1570599686336496	23.01770409664866
1.0	0.48106325183166504	0.0181199485262119	0.05507843957522597	0.6833472439207016	0.034350677951929115	104.96001163856941	3.9534718167726255	10.733273432130567	149.09501900635524	7.494747403588537	17.150344848632812	0.6459927352188464	19.646788532270204	1.9268229698002346	1.224633081859391	24.361954150477914	16.66928159680115	0.6278727866926346	19.09570060588741	1.8737887515897047	1.190282403907462	23.67860690655721
1.05	0.5051575467346382	0.019027495260981023	0.057835475453690846	0.7175730342995531	0.0360711489326983	110.21698660768244	4.151483440984663	11.210588790008162	156.5625180157382	7.870125596534655	17.629592895507812	0.6640443114047183	20.19579702828347	1.979600100991552	1.2588541437563716	25.04272290747498	17.124435348773176	0.6450168161437373	19.61710758595619	1.9239680699749753	1.2227829948236733	24.32514987317543
1.1	0.5292557609772095	0.019935189623388517	0.06059280766846712	0.7518043920750043	0.03779189977681562	115.47481671160006	4.349527275095467	11.68290322905328	164.0312317385911	8.245564851015128	18.09967041015625	0.6817504661282968	20.734300108284756	2.0313121745869767	1.2924203770045974	25.71046498264082	17.57041464917904	0.6618152765049083	20.128004660165303	1.9730861782262838	1.2546284772277816	24.958660590565813
1.1500000000000001	0.5533578948296085	0.020843031623612972	0.06335043618882912	0.7860413176309143	0.03951293050357701	120.73350200928184	4.547603321325838	12.150294919746438	171.50116025866564	8.621065171240005	18.56132698059082	0.6991394337145991	21.26315647204377	2.0820448027810383	1.3253853064915397	26.366245160908807	18.00796908576121	0.678296402090986	20.629250527974886	2.0212286211965123	1.2858723759879627	25.58020384327789
1.2000000000000002	0.577463948562182	0.02175102127183739	0.06610836098405665	0.820283811351309	0.04123424113228678	125.99304255971292	4.7457115818975355	12.612840411817457	178.97230365974983	8.996626561421166	19.01522445678711	0.7162361437075965	21.78312430994241	2.1318735641336377	1.357796192105118	27.011003595896963	18.437760508224926	0.694485122435759	21.12160337945713	2.068470915663134	1.3165619509728312	26.19071978454565
