Pressure [atm]  Excess adsorption [cm^3 STP/cm^3]
1.116		7.96
1.905		12.25
3.531		20.23
5.810		30.04
7.476		38.22
9.388		46.67
10.728		52.36
13.925		65.79
16.170		74.58
18.633		83.61
21.068		93.43
24.592		103.75
27.088		107.17
29.714		112.86
39.939		129.03
